ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
28261,male,group C,master's degree,free/reduced,completed,86,85,83,married,never,private,5 - 10
28262,female,group D,some high school,free/reduced,none,16,35,30,married,sometimes,private,5 - 10
28263,male,group E,high school,standard,completed,97,84,81,single,regularly,walking,5 - 10
28264,male,group D,associate's degree,standard,completed,79,82,82,married,sometimes,school_bus,< 5
28265,female,group E,high school,standard,completed,74,73,70,single,sometimes,walking,< 5
28266,female,group B,some college,free/reduced,completed,69,88,87,single,sometimes,school_bus,> 10
28267,female,group B,high school,standard,none,83,91,86,married,regularly,school_bus,5 - 10
28268,male,group C,associate's degree,standard,completed,89,84,84,married,sometimes,school_bus,5 - 10
28269,female,group D,some college,standard,none,78,81,88,divorced,sometimes,school_bus,5 - 10
28270,female,group D,high school,standard,none,67,81,85,married,sometimes,school_bus,5 - 10
28271,female,group E,associate's degree,free/reduced,completed,76,83,79,married,sometimes,private,5 - 10
28272,male,group C,bachelor's degree,free/reduced,none,62,60,57,married,sometimes,school_bus,5 - 10
28273,male,group D,some college,standard,none,79,71,71,married,regularly,private,5 - 10
28274,male,group E,high school,free/reduced,none,44,48,43,not specified,sometimes,school_bus,5 - 10
28275,male,group D,some high school,free/reduced,none,59,53,57,married,regularly,school_bus,5 - 10
28276,male,group C,associate's degree,standard,none,63,57,58,divorced,regularly,walking,> 10
28277,male,group C,some high school,standard,completed,67,58,56,single,regularly,school_bus,< 5
28278,female,group C,associate's degree,standard,completed,75,83,88,divorced,sometimes,walking,5 - 10
28279,female,group D,high school,free/reduced,completed,62,72,78,divorced,sometimes,walking,5 - 10
28280,female,group C,high school,standard,completed,53,62,68,married,sometimes,school_bus,> 10
28281,female,group C,high school,standard,none,69,88,82,divorced,regularly,school_bus,< 5
28282,male,group D,some college,standard,completed,76,65,74,married,regularly,private,< 5
28283,male,group E,associate's degree,standard,none,88,86,85,married,sometimes,private,< 5
28284,female,group E,some high school,standard,none,61,79,73,single,regularly,private,< 5
28285,female,group B,some high school,standard,none,65,81,81,married,sometimes,private,5 - 10
28286,male,group C,master's degree,standard,none,75,69,70,married,regularly,school_bus,> 10
28287,male,group D,associate's degree,free/reduced,none,72,79,75,divorced,sometimes,private,5 - 10
28288,male,group A,some high school,standard,none,55,52,50,divorced,regularly,walking,5 - 10
28289,male,group C,some high school,standard,completed,44,49,48,single,sometimes,private,5 - 10
28290,female,group D,high school,standard,none,57,60,60,married,regularly,school_bus,< 5
28291,female,group E,high school,free/reduced,none,64,70,69,single,sometimes,school_bus,5 - 10
28292,male,group A,high school,free/reduced,none,56,52,50,single,sometimes,school_bus,5 - 10
28293,male,group E,high school,standard,none,66,48,41,single,sometimes,private,5 - 10
28294,female,group D,some high school,free/reduced,none,64,70,64,married,sometimes,private,> 10
28295,female,group D,some high school,standard,none,64,78,76,single,regularly,private,< 5
28296,male,group C,some college,standard,none,61,56,52,married,sometimes,school_bus,> 10
28297,female,group B,high school,standard,completed,54,58,66,single,sometimes,private,> 10
28298,male,group A,some college,standard,completed,60,48,46,single,regularly,school_bus,5 - 10
28299,male,group B,some college,standard,completed,79,81,75,single,sometimes,private,< 5
28300,female,group D,associate's degree,standard,none,69,72,73,married,sometimes,school_bus,< 5
28301,male,group C,some college,free/reduced,none,81,87,77,married,regularly,school_bus,< 5
28302,male,group A,bachelor's degree,standard,none,87,77,70,single,sometimes,private,5 - 10
28303,female,group C,associate's degree,standard,completed,86,85,88,married,regularly,private,> 10
28304,female,group D,bachelor's degree,standard,completed,97,100,100,not specified,regularly,private,5 - 10
28305,male,group C,high school,free/reduced,none,45,38,34,married,sometimes,school_bus,5 - 10
28306,female,group C,bachelor's degree,standard,none,60,69,75,not specified,regularly,private,< 5
28307,male,group C,bachelor's degree,standard,completed,80,70,64,single,regularly,school_bus,5 - 10
28308,female,group E,some high school,free/reduced,none,60,63,61,married,sometimes,private,< 5
28309,female,group C,some high school,free/reduced,none,59,76,75,single,regularly,school_bus,> 10
28310,male,group C,associate's degree,standard,none,88,84,75,not specified,regularly,school_bus,5 - 10
28311,male,group A,high school,free/reduced,completed,73,82,76,married,sometimes,private,5 - 10
28312,male,group D,master's degree,standard,none,90,83,82,married,regularly,walking,> 10
28313,female,group D,some high school,standard,none,56,68,62,divorced,sometimes,private,> 10
28314,female,group E,some college,free/reduced,completed,30,49,49,married,sometimes,private,5 - 10
28315,male,group E,some college,free/reduced,none,72,72,65,married,regularly,private,5 - 10
28316,male,group C,some high school,free/reduced,none,61,67,55,divorced,sometimes,school_bus,< 5
28317,male,group B,associate's degree,free/reduced,none,58,54,49,married,never,private,5 - 10
28318,female,group B,bachelor's degree,standard,completed,74,82,88,married,regularly,walking,5 - 10
28319,female,group C,some high school,free/reduced,none,65,81,75,married,regularly,school_bus,< 5
28320,female,group C,master's degree,standard,none,83,87,87,single,regularly,school_bus,5 - 10
28321,female,group C,high school,free/reduced,none,50,55,54,widowed,sometimes,school_bus,> 10
28322,female,group B,some college,standard,none,81,78,78,married,sometimes,private,5 - 10
28323,male,group C,some college,standard,none,76,69,67,married,regularly,private,5 - 10
28324,female,group C,some college,standard,none,58,60,58,married,regularly,school_bus,5 - 10
28325,male,group D,some college,free/reduced,none,61,59,56,married,regularly,private,> 10
28326,male,group A,high school,free/reduced,completed,37,41,36,single,never,school_bus,5 - 10
28327,male,group C,associate's degree,standard,completed,79,78,78,married,regularly,school_bus,5 - 10
28328,female,group D,associate's degree,standard,none,84,90,89,single,regularly,school_bus,5 - 10
28329,male,group C,some college,free/reduced,none,60,68,63,single,sometimes,school_bus,5 - 10
28330,female,group C,some high school,standard,none,66,67,68,married,regularly,private,5 - 10
28331,female,group B,some college,standard,completed,72,73,77,divorced,regularly,walking,< 5
28332,male,group B,associate's degree,free/reduced,none,51,49,46,married,regularly,school_bus,< 5
28333,male,group B,high school,standard,completed,66,53,57,married,sometimes,walking,> 10
28334,female,group C,high school,standard,none,68,74,73,single,regularly,private,5 - 10
28335,female,group D,some high school,standard,none,50,56,59,single,regularly,school_bus,5 - 10
28336,female,group A,master's degree,standard,none,78,93,88,married,sometimes,private,5 - 10
28337,male,group D,some college,free/reduced,completed,46,44,42,married,never,school_bus,< 5
28338,female,group D,some college,free/reduced,none,81,80,80,married,regularly,private,5 - 10
28339,female,group C,high school,standard,completed,58,71,74,single,regularly,school_bus,5 - 10
28340,male,group E,high school,standard,none,84,89,81,single,regularly,school_bus,5 - 10
28341,female,group C,bachelor's degree,standard,none,58,71,65,single,sometimes,school_bus,< 5
28342,female,group B,some high school,standard,none,42,51,48,married,sometimes,school_bus,5 - 10
28343,female,group A,some high school,free/reduced,none,34,43,42,single,regularly,private,5 - 10
28344,female,group C,some college,standard,completed,83,89,95,married,regularly,school_bus,5 - 10
28345,male,group B,high school,free/reduced,completed,48,48,46,divorced,sometimes,school_bus,5 - 10
28346,female,group A,some college,standard,completed,75,90,96,married,sometimes,school_bus,5 - 10
28347,female,group E,associate's degree,standard,none,83,86,83,married,regularly,private,5 - 10
28348,male,group B,high school,standard,none,63,47,47,married,regularly,school_bus,5 - 10
28349,male,group D,some college,free/reduced,none,69,77,77,married,sometimes,private,> 10
28350,male,group D,some college,standard,completed,87,82,89,married,sometimes,school_bus,> 10
28351,male,group B,associate's degree,free/reduced,none,43,49,42,divorced,regularly,school_bus,5 - 10
28352,female,group C,high school,free/reduced,completed,70,84,86,single,sometimes,school_bus,> 10
28353,female,group C,some high school,free/reduced,completed,62,70,72,married,sometimes,school_bus,5 - 10
28354,female,group D,master's degree,free/reduced,completed,77,93,100,single,sometimes,school_bus,5 - 10
28355,male,group E,some college,standard,none,70,55,55,single,regularly,school_bus,5 - 10
28356,female,group C,associate's degree,standard,none,83,88,94,divorced,regularly,private,> 10
28357,female,group E,some college,standard,none,95,96,96,not specified,sometimes,private,< 5
28358,female,group C,bachelor's degree,standard,completed,70,75,88,married,sometimes,school_bus,5 - 10
28359,male,group D,some high school,standard,none,75,62,61,divorced,regularly,school_bus,5 - 10
28360,female,group D,bachelor's degree,free/reduced,none,49,61,67,single,sometimes,school_bus,< 5
28361,male,group B,high school,standard,completed,81,82,75,single,sometimes,private,5 - 10
28362,male,group D,some college,standard,none,82,89,77,married,regularly,walking,5 - 10
28363,female,group E,associate's degree,standard,completed,79,92,92,single,sometimes,school_bus,< 5
28364,female,group C,high school,standard,none,82,92,89,married,sometimes,private,5 - 10
28365,male,group D,high school,standard,completed,76,75,79,married,regularly,school_bus,5 - 10
28366,male,group E,bachelor's degree,standard,none,81,78,72,married,sometimes,school_bus,5 - 10
28367,female,group C,some high school,free/reduced,completed,53,64,61,married,sometimes,private,> 10
28368,male,group C,some high school,standard,completed,74,63,63,married,sometimes,school_bus,5 - 10
28369,male,group E,some high school,free/reduced,completed,75,65,65,single,sometimes,school_bus,5 - 10
28370,male,group B,high school,standard,none,78,76,66,married,regularly,private,< 5
28371,male,group C,high school,standard,completed,68,62,64,divorced,sometimes,school_bus,< 5
28372,female,group D,some college,standard,completed,84,100,99,married,never,school_bus,5 - 10
28373,female,group C,high school,standard,completed,77,80,84,married,sometimes,school_bus,5 - 10
28374,male,group C,some high school,free/reduced,none,55,58,49,married,sometimes,school_bus,5 - 10
28375,male,group E,some college,standard,none,93,69,69,married,sometimes,school_bus,5 - 10
28376,male,group E,associate's degree,free/reduced,none,61,58,48,married,regularly,school_bus,> 10
28377,male,group B,associate's degree,standard,none,86,79,76,married,sometimes,private,5 - 10
28378,male,group D,master's degree,standard,none,73,71,67,married,sometimes,school_bus,5 - 10
28379,male,group C,some college,free/reduced,none,69,66,64,married,sometimes,school_bus,> 10
28380,male,group A,some college,standard,none,79,80,72,divorced,never,private,> 10
28381,female,group D,associate's degree,standard,none,65,78,71,married,never,walking,5 - 10
28382,female,group C,associate's degree,standard,completed,84,91,89,married,sometimes,private,> 10
28383,female,group C,some college,standard,none,46,59,54,married,regularly,private,5 - 10
28384,female,group C,master's degree,free/reduced,completed,65,91,83,married,regularly,private,5 - 10
28385,female,group B,bachelor's degree,standard,none,57,67,71,single,sometimes,private,5 - 10
28386,male,group C,high school,standard,completed,96,91,84,married,never,private,< 5
28387,male,group A,some college,standard,none,66,66,63,divorced,sometimes,walking,5 - 10
28388,female,group D,some college,standard,completed,72,85,87,married,sometimes,walking,> 10
28389,female,group B,some high school,standard,none,47,65,62,single,sometimes,school_bus,5 - 10
28390,male,group B,bachelor's degree,standard,completed,77,78,77,single,sometimes,school_bus,5 - 10
28391,female,group A,some college,free/reduced,completed,60,77,75,divorced,regularly,walking,< 5
28392,female,group C,high school,standard,none,66,84,77,single,sometimes,private,> 10
28393,female,group C,high school,standard,none,71,85,86,married,regularly,school_bus,< 5
28394,male,group D,associate's degree,standard,none,80,76,72,widowed,never,school_bus,5 - 10
